Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
DELEGACIA DA RECEITA FEDERAL-SJ.DOS CAMPOS/SP;170262;46;Serviço;170262-90012/2022;Contratações de serviços diversos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;711;SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES;;;16195;RECOLHIMENTO DE TAXA / IMPOSTO / MULTA;UN;1,0000;70738,0000;70738,0000;0,0000;19/01/2023
DELEGACIA DA RECEITA FEDERAL-SJ.DOS CAMPOS/SP;170262;47;Serviço;170262-90007/2022;Serviços de outsourcing de impressão;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;;;-;0,0000;0,0000;66000,0000;0,0000;31/03/2023
DELEGACIA DA RECEITA FEDERAL-SJ.DOS CAMPOS/SP;170262;48;Serviço;170262-90007/2022;Serviços de outsourcing de impressão;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;;;-;0,0000;0,0000;95474,0000;0,0000;31/03/2023
DELEGACIA DA RECEITA FEDERAL-SJ.DOS CAMPOS/SP;170262;49;Serviço;170262-90015/2023;Atualização de cronograma e orçamento;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;16985;CONSULTORIA E ASSESSORIA - ORÇAMENTO;UN;1,0000;30000,0000;30000,0000;0,0000;30/06/2023
DELEGACIA DA RECEITA FEDERAL-SJ.DOS CAMPOS/SP;170262;50;Serviço;170262-90016/2023;Instalação de divisórias para a ARF Mogi das Cruzes;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;15814;INSTALAÇÃO / REMOÇÃO DE DIVISÓRIA / PAINEL / PERSIANA / JANELA / PORTA / ESQUADRIA EM GERAL;M2;93,5300;712,0000;66593,3600;0,0000;02/10/2023
DELEGACIA DA RECEITA FEDERAL-SJ.DOS CAMPOS/SP;170262;51;Serviço;170262-90019/2023;Laudo de avaliação mercadológica imobiliária;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;835;SERVIÇOS CIENTÍFICOS E OUTROS SERVIÇOS TÉCNICOS;;;876;PERÍCIA, LAUDO E AVALIAÇÃO;UN;1,0000;4000,0000;4000,0000;0,0000;31/07/2023
DELEGACIA DA RECEITA FEDERAL-SJ.DOS CAMPOS/SP;170262;52;Serviço;170262-90020/2023;Apoio Administrativo;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;8729;PRESTAÇÃO DE SERVIÇOS DE PORTARIA / RECEPÇÃO;UN;1,0000;890000,0000;890000,0000;0,0000;29/12/2023
DELEGACIA DA RECEITA FEDERAL-SJ.DOS CAMPOS/SP;170262;53;Serviço;170262-90021/2023;Vigilância eletrônica;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;23868;PRESTAÇÃO DE SERVIÇO DE  VIGILÂNCIA E SEGURANÇA - ELETRÔNICA24 HORAS DIUTURNAS;POSTO;12,0000;60000,0000;720000,0000;0,0000;30/11/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;1;Serviço;170312-90026/2022;Vigilância patrimonial (orgânica) armada e desarmada;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;23507;PRESTAÇÃO DE SERVIÇO DE  VIGILÂNCIA E SEGURANÇA - ORGÂNICA -44 HORAS SEMANAIS DIURNAS;POSTO;6,0000;108424,9500;650549,7000;0,0000;04/01/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;2;Serviço;170312-90024/2022;Contratação de serviços de condução de veículos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;15008;PRESTAÇÃO DE SERVIÇOS DE MOTORISTA;UN;3,0000;130607,0500;391821,1500;0,0000;03/05/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;3;Serviço;170312-90018/2022;Contratação de Locação CAC Ramos Azevedo localizado no Shopping Light;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;721;SERVIÇOS IMOBILIÁRIOS RELATIVOS A LOCAÇÃO OU ARRENDAMENTO;;;4316;LOCAÇÃO DE IMÓVEL;UN;1,0000;360053,1600;360053,1600;0,0000;01/11/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;4;Serviço;170312-90041/2022;Prevenir e combater a proliferação de vetores e pragas urbanas nos prédios;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;943;SERVIÇOS DE SANEAMENTO E SERVIÇOS SIMILARES;;;3417;DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO;-;12256,0000;3,4300;42038,0800;0,0000;30/06/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;5;Serviço;170312-90023/2022;Contratação de pessoa jurídica para a prestação de serviços gerais de chaveiro;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;5436;CHAVEIRO;UN;429,0000;41,2900;17713,4100;0,0000;28/04/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;6;Serviço;170312-90025/2022;Serviços de controladores de acesso nas Unidades da DERAT;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;8729;PRESTAÇÃO DE SERVIÇOS DE PORTARIA / RECEPÇÃO;UN;9,0000;55124,1000;496116,9000;0,0000;30/06/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;7;Serviço;170312-90021/2022;Serviço de almoxarifado virtual de material de consumo administrativo - gerenciamento de meios logís;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;27685;SERVIÇO DE ALMOXARIFADO  VIRTUAL DE MATERIAL DE CONSUMO ADMINISTRATIVO - GERENCIAMENTO DE MEIOS LOGÍSTICOS;UN;12,0000;10625,0000;127500,0000;0,0000;05/01/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;8;Serviço;170312-90027/2022;Serviços de vigilância eletrônica, com manutenção corretiva e preventiva dos equipamentos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;23868;PRESTAÇÃO DE SERVIÇO DE  VIGILÂNCIA E SEGURANÇA - ELETRÔNICA24 HORAS DIUTURNAS;POSTO;3,0000;135027,6000;405082,8000;0,0000;30/10/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;9;Serviço;170312-90029/2022;Serviços continuados de limpeza e conservação predial;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;24023;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS      NECESSIDADES;M2;3557,0000;63,5800;226154,0600;0,0000;30/11/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;10;Serviço;170312-90001/2022;Prestação de serviço de locação de central telefônica PABX digital - DEFIS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26107;ASSINATURA DE RAMAL TELEFONICO;UN;1,0000;13500,0000;13500,0000;0,0000;02/03/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;11;Serviço;170312-90002/2022;Contratação de centrais telefônicas / PABX;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26107;ASSINATURA DE RAMAL TELEFONICO;UN;2,0000;6494,4800;12988,9600;0,0000;08/05/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;12;Serviço;170312-90003/2022;Contratação de serviço de impressão corporativa (outsourcing);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;151;OUTSOURCING DE IMPRESSÃO  -  MODALIDADE FRANQUIA  MAIS EXCE-DENTE DE PÁGINAS;;;26573;OUTSOURCING DE  IMPRESSÃO - PÁGINAS A4 - MONOCROMÁTICO - DENTRO DA FRANQUIA SEM PAPEL;PAG/MÊS;1,0000;103244,5500;103244,5500;0,0000;31/03/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;13;Serviço;170312-90004/2022;Serviços de impressão corporativa (outsourcing), itens 1 e 2;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;151;OUTSOURCING DE IMPRESSÃO  -  MODALIDADE FRANQUIA  MAIS EXCE-DENTE DE PÁGINAS;;;26573;OUTSOURCING DE  IMPRESSÃO - PÁGINAS A4 - MONOCROMÁTICO - DENTRO DA FRANQUIA SEM PAPEL;PAG/MÊS;1,0000;300484,8000;300484,8000;0,0000;03/03/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;14;Serviço;170312-90005/2022;Serviços de impressão corporativa (outsourcing), item 1;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;151;OUTSOURCING DE IMPRESSÃO  -  MODALIDADE FRANQUIA  MAIS EXCE-DENTE DE PÁGINAS;;;26573;OUTSOURCING DE  IMPRESSÃO - PÁGINAS A4 - MONOCROMÁTICO - DENTRO DA FRANQUIA SEM PAPEL;PAG/MÊS;1,0000;122224,5000;122224,5000;0,0000;06/03/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;15;Serviço;170312-90042/2022;Convênio para uso de área CAC Poupatempo Itaquera;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;22918;COOPERAÇÃO / CONVÊNIOS / CONTRATOS - ÁREA NACIONAL E INTERNACIONAL;UN;1,0000;456000,0000;456000,0000;0,0000;03/01/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;16;Serviço;170312-90006/2022;Serviços de digitalização de documentos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;168;SERVIÇOS AUXILIARES DE TECNOLOGIA DA INFORMAÇÃO  E  COMUNICAÇÃO (TIC);;;27278;SERVIÇOS DE DIGITALIZAÇÃO / INDEXAÇÃO DE DOCUMENTOS;UN;1000000,0000;7,2000;7200000,0000;0,0000;02/05/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;17;Serviço;170312-90007/2022;Telefonia fixa Derat e Defis;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;;;-;0,0000;0,0000;14400,0000;0,0000;04/04/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;18;Serviço;170312-90010/2022;Serviço de fornecimento e instalação de persianas - Defis;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;25321;INSTALAÇÃO - PERSIANAS VERTICAIS/HORIZONTAIS;M2;3000,0000;6000,0000;18000000,0000;0,0000;02/05/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;19;Serviço;170312-90008/2022;Manutenção / Reforma Predial;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;1627;MANUTENÇÃO / REFORMA PREDIAL;UN;10,0000;157901,2500;1579012,5000;0,0000;29/08/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;20;Serviço;170312-90022/2022;Contratação de serviços de secretariado para a DERAT e DERPF.;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;16578;SECRETÁRIA;UN;8,0000;56209,3500;449674,8000;0,0000;30/03/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;21;Serviço;170312-90028/2022;Contratação de serviço de coleta de lixo não reciclável;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;14265;COLETA DE LIXO - RESIDENCIAL / COMERCIAL / INDUSTRIAL;L;19000,0000;1,2900;24510,0000;0,0000;04/09/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;22;Serviço;170312-90009/2022;Instalação e manutenção - elevadores, escadas rolantes, monta - cargas plataforma escadas - DEFIS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;3557;INSTALAÇÃO / MANUTENÇÃO - ELEVADORES, ESCADAS ROLANTES, MON-TA - CARGAS / PLATAFORMA / ESCADAS;UN;5,0000;2700,0000;13500,0000;0,0000;01/11/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;23;Serviço;170312-90011/2022;Serviço de montagem de divisórias;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;15814;INSTALAÇÃO / REMOÇÃO DE DIVISÓRIA / PAINEL / PERSIANA / JANELA / PORTA / ESQUADRIA EM GERAL;M2;4500,0000;500,0000;2250000,0000;0,0000;02/05/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;24;Serviço;170312-90012/2022;Serviço de montagem de divisórias;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;15814;INSTALAÇÃO / REMOÇÃO DE DIVISÓRIA / PAINEL / PERSIANA / JANELA / PORTA / ESQUADRIA EM GERAL;M2;4500,0000;400,0000;1800000,0000;0,0000;02/05/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;25;Serviço;170312-90030/2022;Serviços continuados de limpeza e conservação predial - DEFIS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;24023;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS      NECESSIDADES;M2;9500,0000;45,8600;435670,0000;0,0000;31/03/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;26;Serviço;170312-90031/2022;Contratação de postos de copeiragem - Derat;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;14397;PRESTAÇÃO DE SERVIÇOS DE COPEIRAGEM;UN;1,0000;48272,2500;48272,2500;0,0000;30/05/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;27;Serviço;170312-90013/2022;Contratação de serviço de ajudante geral braçal;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;671;SERVIÇOS DE CARGA E DESCARGA;;;15032;MOVIMENTAÇÃO CARGA GERAL / BRAÇAGEM;UN;4,0000;45146,2500;180585,0000;0,0000;03/11/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;28;Serviço;170312-90015/2022;Contratação da Enel Engenharia Elétrica para fornecimento de energia elétrica de MÉDIA TENSÃO para a;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;691;SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE E DISTRIBUIÇÃO DE  GÁS ATRAVÉS DE TUBULAÇÃO;;;4120;ENERGIA ELÉTRICA - FORNECIMENTO MERCADO REGULADO;UN;154596,0000;5,4000;834818,4000;0,0000;04/01/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;29;Serviço;170312-90014/2022;Contratação de serviço de ajudante geral braçal - Defis;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;671;SERVIÇOS DE CARGA E DESCARGA;;;15032;MOVIMENTAÇÃO CARGA GERAL / BRAÇAGEM;UN;2,0000;82410,9400;164821,8800;0,0000;03/03/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;30;Serviço;170312-90032/2022;Contratação de postos de copeiragem - Defis;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;14397;PRESTAÇÃO DE SERVIÇOS DE COPEIRAGEM;UN;1,0000;83775,7800;83775,7800;0,0000;30/05/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;31;Serviço;170312-90016/2022;Contratação da Enel Engenharia Elétrica para fornecimento de energia elétrica de BAIXA TENSÃO para a;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;691;SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE E DISTRIBUIÇÃO DE  GÁS ATRAVÉS DE TUBULAÇÃO;;;4120;ENERGIA ELÉTRICA - FORNECIMENTO MERCADO REGULADO;UN;120000,0000;2,5900;310800,0000;0,0000;04/01/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;32;Serviço;170312-90017/2022;Contratação da SABESP para fornecimento de água e coleta de esgoto para as Unidades da DERAT;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;692;SERVIÇOS DE DISTRIBUIÇÃO DE ÁGUA ATRAVÉS DE TUBULAÇÃO;;;22845;FORNECIMENTO DE ÁGUA E COLETA DE ESGOTO SANITÁRIO;UN;12000,0000;26,0000;312000,0000;0,0000;04/01/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;33;Serviço;170312-90033/2022;Manutenção de Ar Condicionado CAC Praça Ramos de Azevedo e DEFIS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;22454;AR CONDICIONADO - MANUTENÇÃO SISTEMA CENTRAL;UN;2,0000;159620,6300;319241,2600;0,0000;29/08/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;34;Serviço;170312-90034/2022;Fornecimento de água potável para a DERAT/DEFIS/DERPF;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;21628;MANUTENÇÃO FILTRO / PURIFICADOR ÁGUA;UN;33,0000;964,1100;31815,6300;0,0000;03/01/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;35;Serviço;170312-90019/2022;Locação de máquina de café e bebidas quentes - Defis;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;;;20648;INSTALAÇÃO / MANUTENÇÃO / LOCAÇÃO MÁQUINAS AUTOMÁTICAS E SEMI-AUTOMÁTICAS (CAFÉ, CHÁ, ALGODÃO-DOCE, E OUTRAS);UN;7,0000;10296,0000;72072,0000;0,0000;01/05/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;36;Serviço;170312-90020/2022;Contrato anual de consulta ao site Credilink (que permite consulta cadastral de CNPJs e CPFs);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;;;15881;CONSULTORIA E ASSESSORIA - SETOR PÚBLICO / PRIVADO;UN;12,0000;250,0000;3000,0000;0,0000;05/01/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;37;Serviço;170312-90035/2022;Confecção e fornecimento de carimbos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;881;SERVIÇOS DE MANUFATURA EM INSUMOS FÍSICOS QUE SAO PROPRIEDADE DE OUTROS(EXCETO MAQUINARIA E EQUIPAMENTO);;;18880;CONFECÇÃO ARTEFATO EM RESINA;UN;261,0000;39,0000;10179,0000;0,0000;04/01/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;38;Serviço;170312-90036/2022;Serviço de fornecimento de capachos personalizado;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;881;SERVIÇOS DE MANUFATURA EM INSUMOS FÍSICOS QUE SAO PROPRIEDADE DE OUTROS(EXCETO MAQUINARIA E EQUIPAMENTO);;;15865;CONFECÇÃO TAPETE / CAPACHO;UN;1000,0000;3600,0000;3600000,0000;0,0000;30/10/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;39;Serviço;170312-90037/2022;Contratação de serviços de contínuo/mensageiro;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;UN;4,0000;46526,8500;186107,4000;0,0000;28/04/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;40;Serviço;170312-90038/2022;Contratação de serviços de auxiliar de escritório;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;UN;22,0000;53196,4500;1170321,9000;0,0000;03/03/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;41;Serviço;170312-90039/2022;Contratação de serviço de recepcionista;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;UN;42,0000;55111,1800;2314669,5600;0,0000;31/03/2023
DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;170312;42;Serviço;170312-90040/2022;Contratação de Cursos/Treinamentos para Derat;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;18821;TREINAMENTO / CAPACITAÇÃO - SEGURANÇA INDUSTRIAL;UN;1,0000;100000,0000;100000,0000;0,0000;31/05/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;1;Material;170205-90001/2022;Aquisição de água mineral;CNBS (Catálogo Nacional de Bens e Serviços);Material;8960;BEBIDAS NÃO ALCOÓLICAS;19555;ÁGUA MINERAL NATURAL;445485;TIPO: SEM GÁS, MATERIAL EMBALAGEM: PLÁSTICO, TIPO EMBALAGEM: RETORNÁVEL;GRR;1200,0000;7,2500;8700,0000;0,0000;03/04/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;2;Serviço;170205-90002/2022;CONTRATAÇÃO INTERNET DRF RBO E IRF ASB;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26174;ACESSO A INTERNET - STFC (BANDA LARGA);MBPS;14,0000;5011,4400;70160,1600;0,0000;02/05/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;3;Serviço;170205-90003/2022;CONTRATAÇÃO DE LIMPEZA E CONSERVAÇÃO PARA DRF/RBO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;24058;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - ESQUADRIAS  EXTERNAS - FREQÜÊNCIA 16H/MENSAL - OUTRA PRODUTIVIDADE;M2;1294,0000;7,8700;10183,7800;0,0000;13/03/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;4;Serviço;170205-90003/2022;CONTRATAÇÃO DE LIMPEZA E CONSERVAÇÃO PARA DRF/RBO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;24040;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - ÁREAS EXTER-NAS - 44 HORAS SEMANAIS DIURNAS - OUTRA PRODUTIVIDADE;M2;6574,0000;13,0800;85987,9200;0,0000;13/03/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;5;Serviço;170205-90003/2022;CONTRATAÇÃO DE LIMPEZA E CONSERVAÇÃO PARA DRF/RBO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;27782;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - ÁREAS  INTERNAS- 44 HORAS SEMANAIS DIURNAS - PRODUTIVIDADE 800 A 1200 M2;M2;9922,0000;29,4700;292401,3400;0,0000;13/03/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;6;Serviço;170205-90004/2022;CONTRATAÇÃO DE VIGILÂNCIA E SEGURANÇA ARMADA PARA DRF/RBO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;23957;PRESTAÇÃO DE SERVIÇO DE  VIGILÂNCIA E SEGURANÇA - ORGÂNICA -12H NOTURNAS - 2ª A DOMINGO;POSTO;3,0000;157320,0000;471960,0000;0,0000;26/12/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;7;Serviço;170205-90004/2022;CONTRATAÇÃO DE VIGILÂNCIA E SEGURANÇA ARMADA PARA DRF/RBO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;23647;PRESTAÇÃO DE SERVIÇO DE  VIGILÂNCIA E SEGURANÇA - ORGÂNICA -12 HORAS DIURNAS - 2ª A DOMINGO;POSTO;4,0000;121195,0000;484780,0000;0,0000;26/12/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;8;Serviço;170205-90004/2022;CONTRATAÇÃO DE VIGILÂNCIA E SEGURANÇA ARMADA PARA DRF/RBO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;23507;PRESTAÇÃO DE SERVIÇO DE  VIGILÂNCIA E SEGURANÇA - ORGÂNICA -44 HORAS SEMANAIS DIURNAS;POSTO;1,0000;73404,0000;73404,0000;0,0000;26/12/2023
